record_id,date,month,branch_id,branch_name,city,ingredient,ingredient_category,unit,supplier,qty_ordered,unit_price,total_purchase_cost,qty_wasted,waste_cost,waste_pct,waste_reason,current_stock,min_stock,stock_status,needs_reorder,reorder_frequency,shelf_life_days,year_month
INV-00423,2025-04-12,April,SUC007,Cancún,Cancún,Cebolla,Verduras,kg,Verduras Frescas SA,17,22.09,375.53,2.64,58.32,15.53,Caducidad,13.1,4.2,Alto,False,Semanal,14,2025-04
INV-00424,2025-04-23,April,SUC008,Mérida,Mérida,Crema,Lácteos,litro,Lácteos Premium,25,47.11,1177.75,4.78,225.19,19.12,Error de preparación,14.8,6.2,Alto,False,Semanal,14,2025-04
INV-00425,2026-01-22,January,SUC006,Querétaro,Querétaro,Tortillas de Maíz,Básicos,paquete,Distribuidora del Centro,23,28.09,646.07,3.88,108.99,16.87,Devolución cliente,14.5,5.8,Alto,False,Diario,3,2026-01
INV-00426,2025-12-17,December,SUC008,Mérida,Mérida,Tortillas de Harina,Básicos,paquete,Distribuidora del Centro,21,39.06,820.26,5.8,226.55,27.62,Caducidad,5.3,5.2,Normal,False,Diario,5,2025-12
INV-00427,2025-12-02,December,SUC001,Ciudad de México Centro,Ciudad de México,Queso Fresco,Lácteos,kg,Lácteos Premium,13,98.72,1283.36,1.26,124.39,9.69,Caducidad,5.0,3.2,Alto,False,Semanal,10,2025-12
INV-00428,2025-04-07,April,SUC004,Monterrey,Monterrey,Aguacate,Verduras,kg,Verduras Frescas SA,35,73.33,2566.55,4.0,293.32,11.43,Error de preparación,25.4,8.8,Alto,False,Diario,4,2025-04
INV-00429,2025-10-08,October,SUC002,Ciudad de México Sur,Ciudad de México,Tomate,Verduras,kg,Verduras Frescas SA,32,27.85,891.2,4.19,116.69,13.09,Caducidad,14.2,8.0,Alto,False,Diario,5,2025-10
INV-00430,2025-12-11,December,SUC006,Querétaro,Querétaro,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,42,127.99,5375.58,4.87,623.31,11.6,Caducidad,8.9,10.5,Bajo,True,Diario,5,2025-12
INV-00431,2025-06-05,June,SUC006,Querétaro,Querétaro,Cebolla,Verduras,kg,Verduras Frescas SA,28,21.03,588.84,1.33,27.97,4.75,Daño en almacenamiento,13.5,7.0,Alto,False,Semanal,14,2025-06
INV-00432,2025-07-27,July,SUC008,Mérida,Mérida,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,14,121.58,1702.12,2.29,278.42,16.36,Devolución cliente,7.9,3.5,Alto,False,Diario,5,2025-07
INV-00433,2025-02-19,February,SUC001,Ciudad de México Centro,Ciudad de México,Cilantro,Verduras,manojo,Verduras Frescas SA,12,8.29,99.48,1.65,13.68,13.75,Caducidad,9.0,3.0,Alto,False,Diario,3,2025-02
INV-00434,2025-09-29,September,SUC005,Puebla,Puebla,Pollo,Carnes,kg,Carnes Selectas MX,17,80.04,1360.68,2.99,239.32,17.59,Daño en almacenamiento,7.5,4.2,Alto,False,Diario,4,2025-09
INV-00435,2025-09-03,September,SUC005,Puebla,Puebla,Aguacate,Verduras,kg,Verduras Frescas SA,28,67.59,1892.52,8.4,567.76,30.0,Error de preparación,6.9,7.0,Bajo,True,Diario,4,2025-09
INV-00436,2025-11-16,November,SUC005,Puebla,Puebla,Frijoles,Básicos,kg,Distribuidora del Centro,30,39.81,1194.3,6.71,267.13,22.37,Caducidad,20.6,7.5,Alto,False,Quincenal,180,2025-11
INV-00437,2025-03-29,March,SUC003,Guadalajara,Guadalajara,Tortillas de Maíz,Básicos,paquete,Distribuidora del Centro,40,26.91,1076.4,2.95,79.38,7.38,Caducidad,29.5,10.0,Alto,False,Diario,3,2025-03
INV-00438,2025-11-16,November,SUC004,Monterrey,Monterrey,Cerveza,Bebidas,caja,Bebidas del Norte,43,274.88,11819.84,3.66,1006.06,8.51,Caducidad,8.9,10.8,Bajo,True,Quincenal,180,2025-11
INV-00439,2025-03-20,March,SUC003,Guadalajara,Guadalajara,Frijoles,Básicos,kg,Distribuidora del Centro,48,35.19,1689.12,4.03,141.82,8.4,Exceso de pedido,28.2,12.0,Alto,False,Quincenal,180,2025-03
INV-00440,2025-02-08,February,SUC007,Cancún,Cancún,Cebolla,Verduras,kg,Verduras Frescas SA,6,24.64,147.84,0.45,11.09,7.5,Exceso de pedido,3.1,1.5,Alto,False,Semanal,14,2025-02
INV-00441,2025-09-13,September,SUC007,Cancún,Cancún,Tortillas de Maíz,Básicos,paquete,Distribuidora del Centro,14,26.48,370.72,2.39,63.29,17.07,Caducidad,2.9,3.5,Bajo,True,Diario,3,2025-09
INV-00442,2025-04-28,April,SUC003,Guadalajara,Guadalajara,Aceite,Básicos,litro,Distribuidora del Centro,46,39.05,1796.3,2.72,106.22,5.91,Daño en almacenamiento,12.4,11.5,Normal,False,Quincenal,365,2025-04
INV-00443,2025-06-02,June,SUC001,Ciudad de México Centro,Ciudad de México,Chile Poblano,Verduras,kg,Verduras Frescas SA,29,42.51,1232.79,4.45,189.17,15.34,Caducidad,21.0,7.2,Alto,False,Semanal,7,2025-06
INV-00444,2025-07-02,July,SUC005,Puebla,Puebla,Cilantro,Verduras,manojo,Verduras Frescas SA,40,8.22,328.8,12.0,98.64,30.0,Devolución cliente,20.9,10.0,Alto,False,Diario,3,2025-07
INV-00445,2026-01-22,January,SUC006,Querétaro,Querétaro,Crema,Lácteos,litro,Lácteos Premium,47,42.1,1978.7,5.76,242.5,12.26,Caducidad,23.4,11.8,Alto,False,Semanal,14,2026-01
INV-00446,2025-02-03,February,SUC005,Puebla,Puebla,Chile Poblano,Verduras,kg,Verduras Frescas SA,28,51.44,1440.32,8.4,432.1,30.0,Devolución cliente,12.0,7.0,Alto,False,Semanal,7,2025-02
INV-00447,2025-07-16,July,SUC006,Querétaro,Querétaro,Salsa Roja,Salsas,litro,Distribuidora del Centro,26,51.44,1337.44,4.14,212.96,15.92,Caducidad,8.2,6.5,Normal,False,Semanal,7,2025-07
INV-00448,2025-02-27,February,SUC003,Guadalajara,Guadalajara,Cilantro,Verduras,manojo,Verduras Frescas SA,18,8.76,157.68,1.66,14.54,9.22,Caducidad,3.7,4.5,Bajo,True,Diario,3,2025-02
INV-00449,2026-01-28,January,SUC006,Querétaro,Querétaro,Cilantro,Verduras,manojo,Verduras Frescas SA,5,7.66,38.3,0.8,6.13,16.0,Exceso de pedido,1.6,1.2,Normal,False,Diario,3,2026-01
INV-00450,2025-10-14,October,SUC008,Mérida,Mérida,Frijoles,Básicos,kg,Distribuidora del Centro,39,33.84,1319.76,4.88,165.14,12.51,Exceso de pedido,14.8,9.8,Alto,False,Quincenal,180,2025-10
INV-00451,2025-12-08,December,SUC005,Puebla,Puebla,Queso Fresco,Lácteos,kg,Lácteos Premium,19,87.9,1670.1,2.79,245.24,14.68,Error de preparación,7.6,4.8,Alto,False,Semanal,10,2025-12
INV-00452,2025-12-28,December,SUC003,Guadalajara,Guadalajara,Frijoles,Básicos,kg,Distribuidora del Centro,31,32.14,996.34,2.89,92.88,9.32,Caducidad,9.3,7.8,Normal,False,Quincenal,180,2025-12
INV-00453,2025-05-10,May,SUC010,León,León,Refrescos,Bebidas,caja,Bebidas del Norte,43,171.1,7357.3,4.15,710.07,9.65,Devolución cliente,22.0,10.8,Alto,False,Quincenal,90,2025-05
INV-00454,2025-03-04,March,SUC005,Puebla,Puebla,Cerveza,Bebidas,caja,Bebidas del Norte,31,254.4,7886.4,4.47,1137.17,14.42,Daño en almacenamiento,13.4,7.8,Alto,False,Quincenal,180,2025-03
INV-00455,2025-02-19,February,SUC001,Ciudad de México Centro,Ciudad de México,Arroz,Básicos,kg,Distribuidora del Centro,16,27.52,440.32,1.79,49.26,11.19,Error de preparación,3.4,4.0,Bajo,True,Quincenal,180,2025-02
INV-00456,2026-01-22,January,SUC004,Monterrey,Monterrey,Chile Jalapeño,Verduras,kg,Verduras Frescas SA,41,33.71,1382.11,2.17,73.15,5.29,Daño en almacenamiento,18.5,10.2,Alto,False,Semanal,10,2026-01
INV-00457,2025-08-13,August,SUC003,Guadalajara,Guadalajara,Cilantro,Verduras,manojo,Verduras Frescas SA,41,7.39,302.99,2.64,19.51,6.44,Exceso de pedido,15.5,10.2,Alto,False,Diario,3,2025-08
INV-00458,2025-02-09,February,SUC003,Guadalajara,Guadalajara,Cerveza,Bebidas,caja,Bebidas del Norte,16,261.42,4182.72,1.39,363.37,8.69,Error de preparación,6.0,4.0,Alto,False,Quincenal,180,2025-02
INV-00459,2025-04-18,April,SUC001,Ciudad de México Centro,Ciudad de México,Salsa Roja,Salsas,litro,Distribuidora del Centro,33,55.39,1827.87,2.66,147.34,8.06,Caducidad,26.1,8.2,Alto,False,Semanal,7,2025-04
INV-00460,2025-08-11,August,SUC006,Querétaro,Querétaro,Cerveza,Bebidas,caja,Bebidas del Norte,6,291.73,1750.38,0.58,169.2,9.67,Devolución cliente,2.5,1.5,Alto,False,Quincenal,180,2025-08
INV-00461,2025-08-25,August,SUC002,Ciudad de México Sur,Ciudad de México,Limón,Verduras,kg,Verduras Frescas SA,43,33.33,1433.19,5.72,190.65,13.3,Exceso de pedido,33.7,10.8,Alto,False,Semanal,14,2025-08
INV-00462,2025-02-20,February,SUC007,Cancún,Cancún,Mole,Salsas,kg,Distribuidora del Centro,34,110.92,3771.28,5.16,572.35,15.18,Caducidad,14.6,8.5,Alto,False,Quincenal,30,2025-02
INV-00463,2025-02-13,February,SUC002,Ciudad de México Sur,Ciudad de México,Cebolla,Verduras,kg,Verduras Frescas SA,48,22.46,1078.08,6.84,153.63,14.25,Error de preparación,14.5,12.0,Normal,False,Semanal,14,2025-02
INV-00464,2025-03-28,March,SUC003,Guadalajara,Guadalajara,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,8,120.55,964.4,0.53,63.89,6.62,Devolución cliente,5.7,2.0,Alto,False,Diario,5,2025-03
INV-00465,2025-05-18,May,SUC010,León,León,Queso Fresco,Lácteos,kg,Lácteos Premium,21,92.42,1940.82,2.7,249.53,12.86,Error de preparación,9.1,5.2,Alto,False,Semanal,10,2025-05
INV-00466,2025-07-09,July,SUC010,León,León,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,34,108.31,3682.54,5.91,640.11,17.38,Caducidad,21.2,8.5,Alto,False,Diario,5,2025-07
INV-00467,2025-09-12,September,SUC010,León,León,Frijoles,Básicos,kg,Distribuidora del Centro,15,34.39,515.85,3.29,113.14,21.93,Devolución cliente,11.3,3.8,Alto,False,Quincenal,180,2025-09
INV-00468,2025-03-31,March,SUC007,Cancún,Cancún,Queso Oaxaca,Lácteos,kg,Lácteos Premium,9,145.22,1306.98,1.53,222.19,17.0,Caducidad,5.8,2.2,Alto,False,Semanal,14,2025-03
INV-00469,2025-11-10,November,SUC004,Monterrey,Monterrey,Cerveza,Bebidas,caja,Bebidas del Norte,20,294.72,5894.4,0.63,185.67,3.15,Exceso de pedido,12.5,5.0,Alto,False,Quincenal,180,2025-11
INV-00470,2026-01-18,January,SUC004,Monterrey,Monterrey,Salsa Roja,Salsas,litro,Distribuidora del Centro,45,60.35,2715.75,2.72,164.15,6.04,Caducidad,26.0,11.2,Alto,False,Semanal,7,2026-01
INV-00471,2025-03-10,March,SUC010,León,León,Queso Oaxaca,Lácteos,kg,Lácteos Premium,41,170.5,6990.5,7.71,1314.56,18.8,Caducidad,10.5,10.2,Normal,False,Semanal,14,2025-03
INV-00472,2025-08-13,August,SUC010,León,León,Tortillas de Harina,Básicos,paquete,Distribuidora del Centro,12,37.31,447.72,2.81,104.84,23.42,Caducidad,7.7,3.0,Alto,False,Diario,5,2025-08
INV-00473,2025-02-02,February,SUC006,Querétaro,Querétaro,Crema,Lácteos,litro,Lácteos Premium,6,47.9,287.4,0.37,17.72,6.17,Devolución cliente,3.2,1.5,Alto,False,Semanal,14,2025-02
INV-00474,2025-10-04,October,SUC002,Ciudad de México Sur,Ciudad de México,Queso Oaxaca,Lácteos,kg,Lácteos Premium,16,158.56,2536.96,0.88,139.53,5.5,Caducidad,12.7,4.0,Alto,False,Semanal,14,2025-10
INV-00475,2025-09-02,September,SUC001,Ciudad de México Centro,Ciudad de México,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,40,129.54,5181.6,4.96,642.52,12.4,Caducidad,15.1,10.0,Alto,False,Diario,5,2025-09
INV-00476,2025-04-06,April,SUC003,Guadalajara,Guadalajara,Arroz,Básicos,kg,Distribuidora del Centro,19,26.44,502.36,1.81,47.86,9.53,Exceso de pedido,13.8,4.8,Alto,False,Quincenal,180,2025-04
INV-00477,2026-01-01,January,SUC008,Mérida,Mérida,Limón,Verduras,kg,Verduras Frescas SA,22,27.78,611.16,4.26,118.34,19.36,Daño en almacenamiento,10.8,5.5,Alto,False,Semanal,14,2026-01
INV-00478,2025-05-05,May,SUC008,Mérida,Mérida,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,25,120.22,3005.5,4.54,545.8,18.16,Daño en almacenamiento,12.9,6.2,Alto,False,Diario,5,2025-05
INV-00479,2025-06-27,June,SUC010,León,León,Aceite,Básicos,litro,Distribuidora del Centro,25,42.7,1067.5,5.59,238.69,22.36,Exceso de pedido,9.8,6.2,Alto,False,Quincenal,365,2025-06
INV-00480,2025-10-10,October,SUC009,Tijuana,Tijuana,Aceite,Básicos,litro,Distribuidora del Centro,33,40.95,1351.35,4.55,186.32,13.79,Caducidad,8.6,8.2,Normal,False,Quincenal,365,2025-10
INV-00481,2025-04-27,April,SUC009,Tijuana,Tijuana,Tortillas de Harina,Básicos,paquete,Distribuidora del Centro,8,38.51,308.08,0.9,34.66,11.25,Devolución cliente,4.6,2.0,Alto,False,Diario,5,2025-04
INV-00482,2025-08-24,August,SUC004,Monterrey,Monterrey,Tortillas de Harina,Básicos,paquete,Distribuidora del Centro,15,36.08,541.2,0.93,33.55,6.2,Exceso de pedido,5.9,3.8,Alto,False,Diario,5,2025-08
INV-00483,2026-01-21,January,SUC009,Tijuana,Tijuana,Tequila,Bebidas,botella,Bebidas del Norte,6,345.77,2074.62,0.81,280.07,13.5,Exceso de pedido,4.0,1.5,Alto,False,Quincenal,365,2026-01
INV-00484,2025-03-13,March,SUC003,Guadalajara,Guadalajara,Cilantro,Verduras,manojo,Verduras Frescas SA,41,8.77,359.57,3.52,30.87,8.59,Exceso de pedido,20.9,10.2,Alto,False,Diario,3,2025-03
INV-00485,2025-11-11,November,SUC001,Ciudad de México Centro,Ciudad de México,Tomate,Verduras,kg,Verduras Frescas SA,21,26.38,553.98,1.95,51.44,9.29,Exceso de pedido,12.4,5.2,Alto,False,Diario,5,2025-11
INV-00486,2025-09-01,September,SUC007,Cancún,Cancún,Chile Poblano,Verduras,kg,Verduras Frescas SA,37,46.05,1703.85,8.63,397.41,23.32,Error de preparación,18.1,9.2,Alto,False,Semanal,7,2025-09
INV-00487,2025-11-24,November,SUC006,Querétaro,Querétaro,Tortillas de Harina,Básicos,paquete,Distribuidora del Centro,22,37.94,834.68,2.42,91.81,11.0,Exceso de pedido,9.6,5.5,Alto,False,Diario,5,2025-11
INV-00488,2025-10-10,October,SUC007,Cancún,Cancún,Carne de Res,Carnes,kg,Carnes Selectas MX,41,202.25,8292.25,5.01,1013.27,12.22,Caducidad,20.9,10.2,Alto,False,Diario,5,2025-10
INV-00489,2025-09-02,September,SUC001,Ciudad de México Centro,Ciudad de México,Mole,Salsas,kg,Distribuidora del Centro,32,116.38,3724.16,3.04,353.8,9.5,Exceso de pedido,7.9,8.0,Bajo,True,Quincenal,30,2025-09
INV-00490,2025-06-16,June,SUC008,Mérida,Mérida,Tortillas de Harina,Básicos,paquete,Distribuidora del Centro,49,39.38,1929.62,14.7,578.89,30.0,Exceso de pedido,16.2,12.2,Normal,False,Diario,5,2025-06
INV-00491,2025-12-19,December,SUC005,Puebla,Puebla,Cebolla,Verduras,kg,Verduras Frescas SA,16,24.9,398.4,1.42,35.36,8.88,Devolución cliente,7.2,4.0,Alto,False,Semanal,14,2025-12
INV-00492,2025-08-05,August,SUC008,Mérida,Mérida,Queso Fresco,Lácteos,kg,Lácteos Premium,33,90.32,2980.56,6.62,597.92,20.06,Caducidad,17.0,8.2,Alto,False,Semanal,10,2025-08
INV-00493,2025-11-09,November,SUC008,Mérida,Mérida,Tequila,Bebidas,botella,Bebidas del Norte,21,354.36,7441.56,2.43,861.09,11.57,Exceso de pedido,7.8,5.2,Normal,False,Quincenal,365,2025-11
INV-00494,2025-09-29,September,SUC008,Mérida,Mérida,Aceite,Básicos,litro,Distribuidora del Centro,39,42.88,1672.32,5.36,229.84,13.74,Error de preparación,9.9,9.8,Normal,False,Quincenal,365,2025-09
INV-00495,2025-06-14,June,SUC001,Ciudad de México Centro,Ciudad de México,Limón,Verduras,kg,Verduras Frescas SA,5,30.61,153.05,0.53,16.22,10.6,Daño en almacenamiento,3.5,1.2,Alto,False,Semanal,14,2025-06
INV-00496,2026-01-23,January,SUC010,León,León,Aguacate,Verduras,kg,Verduras Frescas SA,31,67.58,2094.98,9.3,628.49,30.0,Caducidad,20.3,7.8,Alto,False,Diario,4,2026-01
INV-00497,2025-07-13,July,SUC008,Mérida,Mérida,Limón,Verduras,kg,Verduras Frescas SA,34,32.26,1096.84,2.48,80.0,7.29,Exceso de pedido,7.4,8.5,Bajo,True,Semanal,14,2025-07
INV-00498,2025-02-28,February,SUC007,Cancún,Cancún,Pollo,Carnes,kg,Carnes Selectas MX,14,78.54,1099.56,3.69,289.81,26.36,Daño en almacenamiento,10.3,3.5,Alto,False,Diario,4,2025-02
INV-00499,2025-12-12,December,SUC009,Tijuana,Tijuana,Arroz,Básicos,kg,Distribuidora del Centro,43,25.65,1102.95,3.9,100.03,9.07,Exceso de pedido,18.2,10.8,Alto,False,Quincenal,180,2025-12
INV-00500,2025-09-21,September,SUC003,Guadalajara,Guadalajara,Aceite,Básicos,litro,Distribuidora del Centro,24,39.57,949.68,1.81,71.62,7.54,Devolución cliente,11.1,6.0,Alto,False,Quincenal,365,2025-09
INV-00501,2025-04-21,April,SUC007,Cancún,Cancún,Arroz,Básicos,kg,Distribuidora del Centro,8,31.75,254.0,1.02,32.38,12.75,Caducidad,4.7,2.0,Alto,False,Quincenal,180,2025-04
INV-00502,2025-12-04,December,SUC003,Guadalajara,Guadalajara,Arroz,Básicos,kg,Distribuidora del Centro,14,26.76,374.64,1.37,36.66,9.79,Caducidad,8.7,3.5,Alto,False,Quincenal,180,2025-12
INV-00503,2025-08-25,August,SUC002,Ciudad de México Sur,Ciudad de México,Tequila,Bebidas,botella,Bebidas del Norte,46,364.89,16784.94,6.6,2408.27,14.35,Caducidad,18.7,11.5,Alto,False,Quincenal,365,2025-08
INV-00504,2025-08-13,August,SUC005,Puebla,Puebla,Tortillas de Maíz,Básicos,paquete,Distribuidora del Centro,33,28.39,936.87,7.14,202.7,21.64,Caducidad,14.9,8.2,Alto,False,Diario,3,2025-08
INV-00505,2025-02-14,February,SUC001,Ciudad de México Centro,Ciudad de México,Cebolla,Verduras,kg,Verduras Frescas SA,17,24.7,419.9,1.83,45.2,10.76,Caducidad,7.5,4.2,Alto,False,Semanal,14,2025-02
INV-00506,2025-10-11,October,SUC002,Ciudad de México Sur,Ciudad de México,Mole,Salsas,kg,Distribuidora del Centro,38,121.4,4613.2,2.59,314.43,6.82,Daño en almacenamiento,10.9,9.5,Normal,False,Quincenal,30,2025-10
INV-00507,2025-09-06,September,SUC001,Ciudad de México Centro,Ciudad de México,Cebolla,Verduras,kg,Verduras Frescas SA,29,20.34,589.86,3.38,68.75,11.66,Daño en almacenamiento,6.6,7.2,Bajo,True,Semanal,14,2025-09
INV-00508,2025-08-23,August,SUC009,Tijuana,Tijuana,Arroz,Básicos,kg,Distribuidora del Centro,5,26.34,131.7,0.65,17.12,13.0,Exceso de pedido,1.2,1.2,Normal,False,Quincenal,180,2025-08
INV-00509,2025-05-15,May,SUC002,Ciudad de México Sur,Ciudad de México,Tequila,Bebidas,botella,Bebidas del Norte,46,382.65,17601.9,6.67,2552.28,14.5,Caducidad,28.5,11.5,Alto,False,Quincenal,365,2025-05
INV-00510,2025-08-25,August,SUC007,Cancún,Cancún,Tomate,Verduras,kg,Verduras Frescas SA,35,25.82,903.7,7.76,200.36,22.17,Caducidad,11.5,8.8,Normal,False,Diario,5,2025-08
INV-00511,2025-11-23,November,SUC006,Querétaro,Querétaro,Mole,Salsas,kg,Distribuidora del Centro,9,137.3,1235.7,1.07,146.91,11.89,Error de preparación,6.4,2.2,Alto,False,Quincenal,30,2025-11
INV-00512,2025-04-15,April,SUC008,Mérida,Mérida,Salsa Roja,Salsas,litro,Distribuidora del Centro,38,58.02,2204.76,9.93,576.14,26.13,Devolución cliente,15.8,9.5,Alto,False,Semanal,7,2025-04
INV-00513,2025-05-09,May,SUC002,Ciudad de México Sur,Ciudad de México,Queso Oaxaca,Lácteos,kg,Lácteos Premium,21,145.49,3055.29,2.29,333.17,10.9,Caducidad,7.8,5.2,Normal,False,Semanal,14,2025-05
INV-00514,2025-04-10,April,SUC009,Tijuana,Tijuana,Cerveza,Bebidas,caja,Bebidas del Norte,28,291.73,8168.44,2.63,767.25,9.39,Exceso de pedido,15.4,7.0,Alto,False,Quincenal,180,2025-04
INV-00515,2025-06-02,June,SUC006,Querétaro,Querétaro,Cerveza,Bebidas,caja,Bebidas del Norte,48,289.96,13918.08,2.69,779.99,5.6,Error de preparación,22.3,12.0,Alto,False,Quincenal,180,2025-06
INV-00516,2025-06-19,June,SUC002,Ciudad de México Sur,Ciudad de México,Chile Jalapeño,Verduras,kg,Verduras Frescas SA,6,34.26,205.56,0.57,19.53,9.5,Error de preparación,3.0,1.5,Alto,False,Semanal,10,2025-06
INV-00517,2025-03-16,March,SUC010,León,León,Salsa Verde,Salsas,litro,Distribuidora del Centro,10,58.51,585.1,1.44,84.25,14.4,Exceso de pedido,7.2,2.5,Alto,False,Semanal,7,2025-03
INV-00518,2025-12-13,December,SUC009,Tijuana,Tijuana,Cerveza,Bebidas,caja,Bebidas del Norte,21,304.76,6399.96,2.23,679.61,10.62,Exceso de pedido,13.7,5.2,Alto,False,Quincenal,180,2025-12
INV-00519,2025-11-12,November,SUC001,Ciudad de México Centro,Ciudad de México,Arroz,Básicos,kg,Distribuidora del Centro,33,30.36,1001.88,3.64,110.51,11.03,Exceso de pedido,24.2,8.2,Alto,False,Quincenal,180,2025-11
INV-00520,2025-02-02,February,SUC002,Ciudad de México Sur,Ciudad de México,Frijoles,Básicos,kg,Distribuidora del Centro,5,39.02,195.1,0.3,11.71,6.0,Exceso de pedido,1.3,1.2,Normal,False,Quincenal,180,2025-02
INV-00521,2026-01-21,January,SUC009,Tijuana,Tijuana,Refrescos,Bebidas,caja,Bebidas del Norte,48,191.33,9183.84,3.45,660.09,7.19,Caducidad,23.2,12.0,Alto,False,Quincenal,90,2026-01
INV-00522,2025-08-24,August,SUC008,Mérida,Mérida,Tortillas de Maíz,Básicos,paquete,Distribuidora del Centro,28,26.26,735.28,7.97,209.29,28.46,Caducidad,18.0,7.0,Alto,False,Diario,3,2025-08
INV-00523,2025-04-29,April,SUC001,Ciudad de México Centro,Ciudad de México,Frijoles,Básicos,kg,Distribuidora del Centro,34,40.2,1366.8,3.16,127.03,9.29,Exceso de pedido,23.4,8.5,Alto,False,Quincenal,180,2025-04
INV-00524,2025-12-30,December,SUC002,Ciudad de México Sur,Ciudad de México,Refrescos,Bebidas,caja,Bebidas del Norte,8,206.52,1652.16,1.06,218.91,13.25,Daño en almacenamiento,4.1,2.0,Alto,False,Quincenal,90,2025-12
INV-00525,2025-09-30,September,SUC005,Puebla,Puebla,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,23,128.46,2954.58,5.64,724.51,24.52,Caducidad,13.3,5.8,Alto,False,Diario,5,2025-09
INV-00526,2025-05-27,May,SUC004,Monterrey,Monterrey,Cilantro,Verduras,manojo,Verduras Frescas SA,40,8.06,322.4,3.81,30.71,9.53,Exceso de pedido,28.1,10.0,Alto,False,Diario,3,2025-05
INV-00527,2025-11-24,November,SUC006,Querétaro,Querétaro,Refrescos,Bebidas,caja,Bebidas del Norte,33,167.34,5522.22,2.21,369.82,6.7,Caducidad,7.1,8.2,Bajo,True,Quincenal,90,2025-11
INV-00528,2025-12-03,December,SUC007,Cancún,Cancún,Limón,Verduras,kg,Verduras Frescas SA,49,28.68,1405.32,7.64,219.12,15.59,Daño en almacenamiento,36.4,12.2,Alto,False,Semanal,14,2025-12
INV-00529,2025-04-19,April,SUC005,Puebla,Puebla,Cilantro,Verduras,manojo,Verduras Frescas SA,10,8.33,83.3,2.71,22.57,27.1,Error de preparación,7.7,2.5,Alto,False,Diario,3,2025-04
INV-00530,2026-01-09,January,SUC001,Ciudad de México Centro,Ciudad de México,Cebolla,Verduras,kg,Verduras Frescas SA,9,20.11,180.99,0.54,10.86,6.0,Exceso de pedido,2.1,2.2,Bajo,True,Semanal,14,2026-01
INV-00531,2025-03-19,March,SUC001,Ciudad de México Centro,Ciudad de México,Salsa Roja,Salsas,litro,Distribuidora del Centro,5,59.27,296.35,0.48,28.45,9.6,Caducidad,3.6,1.2,Alto,False,Semanal,7,2025-03
INV-00532,2025-02-27,February,SUC008,Mérida,Mérida,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,11,137.95,1517.45,1.16,160.02,10.55,Caducidad,2.9,2.8,Normal,False,Diario,5,2025-02
INV-00533,2025-10-13,October,SUC009,Tijuana,Tijuana,Refrescos,Bebidas,caja,Bebidas del Norte,28,163.15,4568.2,3.95,644.44,14.11,Exceso de pedido,6.5,7.0,Bajo,True,Quincenal,90,2025-10
INV-00534,2025-02-15,February,SUC003,Guadalajara,Guadalajara,Carne de Res,Carnes,kg,Carnes Selectas MX,28,164.37,4602.36,2.21,363.26,7.89,Devolución cliente,19.7,7.0,Alto,False,Diario,5,2025-02
INV-00535,2025-02-25,February,SUC003,Guadalajara,Guadalajara,Chile Poblano,Verduras,kg,Verduras Frescas SA,47,45.16,2122.52,7.25,327.41,15.43,Caducidad,27.1,11.8,Alto,False,Semanal,7,2025-02
INV-00536,2025-06-28,June,SUC010,León,León,Frijoles,Básicos,kg,Distribuidora del Centro,15,38.52,577.8,1.91,73.57,12.73,Exceso de pedido,5.4,3.8,Normal,False,Quincenal,180,2025-06
INV-00537,2026-01-18,January,SUC004,Monterrey,Monterrey,Tequila,Bebidas,botella,Bebidas del Norte,48,349.17,16760.16,1.83,638.98,3.81,Error de preparación,11.5,12.0,Bajo,True,Quincenal,365,2026-01
INV-00538,2025-12-14,December,SUC003,Guadalajara,Guadalajara,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,10,128.28,1282.8,0.96,123.15,9.6,Caducidad,7.4,2.5,Alto,False,Diario,5,2025-12
INV-00539,2025-02-07,February,SUC003,Guadalajara,Guadalajara,Salsa Verde,Salsas,litro,Distribuidora del Centro,35,59.27,2074.45,5.18,307.02,14.8,Daño en almacenamiento,24.7,8.8,Alto,False,Semanal,7,2025-02
INV-00540,2025-08-06,August,SUC010,León,León,Salsa Verde,Salsas,litro,Distribuidora del Centro,35,58.86,2060.1,7.67,451.46,21.91,Caducidad,20.6,8.8,Alto,False,Semanal,7,2025-08
INV-00541,2025-06-18,June,SUC008,Mérida,Mérida,Cerveza,Bebidas,caja,Bebidas del Norte,49,282.43,13839.07,4.87,1375.43,9.94,Exceso de pedido,10.9,12.2,Bajo,True,Quincenal,180,2025-06
INV-00542,2026-01-01,January,SUC006,Querétaro,Querétaro,Mole,Salsas,kg,Distribuidora del Centro,19,133.93,2544.67,0.9,120.54,4.74,Exceso de pedido,6.0,4.8,Normal,False,Quincenal,30,2026-01
